farm;EBIT;N_reduction;farmN;NLRedFSM;NLRedEoFM;P_reduction;farmP;PLRedFSM;PLRedEoFM;SOLVER;FEASIBILITY
WA71;0.0;0.8999999999999999;235.01200833892085;2115.1080750502892;0.0;0.6999999999999998;25.485845865752438;59.46697368675566;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA72;0.0;0.8999999999999999;143.59925918059497;1292.3933326253539;0.0;0.6999999999999998;11.730844570435387;27.371970664349213;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA73;0.0;0.9;298.11450101044034;2683.030509093963;0.0;0.7;227.93388069692617;531.8457216261609;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA74;246295.36644641007;0.16149334699827353;5973.719765142078;0.0;1150.5168091976345;0.23340335932863626;106.64792507664974;0.0;32.470771012665864;Gams_optimisation_COUENNE.opt;FEASIBLE
WA75;0.0;0.8999999999999999;310.4759363800944;2794.2834274208476;0.0;0.6999999999999998;47.97993233762553;111.95317545445947;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA76;851123.0682917341;0.0;10785.028816325303;0.0;0.0;0.302435126858982;96.58478674061148;0.0;41.87514789701775;Gams_optimisation_COUENNE.opt;FEASIBLE
WA77;73308.65806157302;0.0;1503.643730395681;0.0;0.0;0.22572238412952011;59.97027859315799;0.0;17.482920832911617;Gams_optimisation_COUENNE.opt;FEASIBLE
WA78;627900.4557492741;0.0;12727.911606878768;0.0;0.0;0.29150881252848476;62.13650633308943;0.0;25.56607548002256;Gams_optimisation_COUENNE.opt;FEASIBLE
WA79;0.0;0.8999999999999999;25.259232337768015;227.33309103991198;0.0;0.7000000000000001;2.0633548129259998;4.814494563494001;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA80;0.0;0.9;198.35625645750895;1785.206308117581;0.0;0.7;10.472170281639901;24.435063990493095;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA81;0.0;0.8999999999999999;118.65985623122982;1067.9387060810689;0.0;0.6999999999999998;32.98933992372625;76.97512648869454;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA83;100005.3990894679;0.19599999999999987;2803.78335375431;683.5093747958263;0.0;0.3544688964496296;33.559219660270664;10.52736567429325;7.900405649600275;Gams_optimisation_COUENNE.opt;FEASIBLE
WA84;0.0;0.8999999999999999;202.64411146173754;1823.7970031556367;0.0;0.6999999999999998;6.079519755550803;14.185546096285197;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA85;0.0;0.9;38.964847242780195;350.68362518502187;0.0;0.7;2.0570395109376003;4.7997588588544;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA86;721605.7353009449;0.04256337034133641;6997.418457644785;0.0;311.0740742729042;0.31620159203312814;90.2380774730103;0.0;41.72783005420067;Gams_optimisation_COUENNE.opt;FEASIBLE
WA87;338758.32386283425;0.5278870767016005;1576.549545576567;1669.674211163361;93.12466558679417;0.18715775113874403;127.40878340657217;19.64012154044474;9.69587989292508;Gams_optimisation_COUENNE.opt;FEASIBLE
WA88;674618.3152153108;0.0;8552.052342168752;0.0;0.0;0.2691749640306987;86.20580475527242;0.0;31.751025556290063;Gams_optimisation_COUENNE.opt;FEASIBLE
WA89;76679.63370207895;0.19599999999999995;3085.587458746038;752.207887953014;0.0;0.33134915723723707;21.39355141333194;6.47900800259184;4.122541831443321;Gams_optimisation_COUENNE.opt;FEASIBLE
WA91;91505.03633805522;0.0;1908.116325338478;0.0;0.0;0.2677146047454769;38.049828490020964;0.0;13.91055299047524;Gams_optimisation_COUENNE.opt;FEASIBLE
WA92;0.0;0.9000000000000001;18.514556385967197;166.6310074737048;0.0;0.7;1.5122999519784002;3.5286998879495997;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA93;-23525.062350072847;0.8999999999999999;212.97358950440628;1916.7623055396568;0.0;0.7539471392221148;24.597956147832136;69.97914695666104;5.393106833594032;Gams_optimisation_COUENNE.opt;FEASIBLE
WA94;0.0;0.9000000000000001;79.57125154537658;716.1412639083894;0.0;0.6999999999999998;2.0995287882414004;4.898900505896599;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA97;58570.70437148548;0.1961;1212.4395513356021;295.7574275617758;0.0;0.24615393519649886;15.849671974472642;4.257578204201835;0.9178273729395192;Gams_optimisation_COUENNE.opt;FEASIBLE
WA99;0.0;0.9;364.4849652875869;3280.364687588283;0.0;0.7;13.667974150813201;31.891939685230803;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA101;0.0;0.8999999999999999;61.603061257677794;554.4275513191002;0.0;0.7000000000000001;5.032752862134481;11.743090011647121;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA102;0.0;0.9;236.24852998251066;2126.2367698425965;0.0;0.7;9.874478437913343;23.04044968846446;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA103;30322.58071274864;0.19599999999999992;578.5239252516648;141.0331957081172;0.0;0.2025;7.999199353528789;2.03114466343521;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA104;0.0;0.9;70.88165056010303;637.9348550409272;0.0;0.6999999999999998;55.19110968314497;128.77925592733823;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA105;0.0;0.9;385.0797223307366;3465.71750097663;0.0;0.6999999999999998;59.510222810813296;138.8571865585643;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA106;0.0;0.9;13.6617313836976;122.95558245327842;0.0;0.7;1.1995387752621003;2.7989238089449;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
WA107;0.0;0.8999999999999999;61.86301566077166;556.7671409469443;0.0;0.7;5.054091970138203;11.7928812636558;0.0;Gams_optimisation_COUENNE.opt;FEASIBLE
Total;12935534.217268674;0.4452785666200062;207858.3123744721;159461.31102423678;7387.9322620898965;0.4932736841082612;5457.307585443323;4384.8985524541;927.5277683425427;;
